Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Dark Sandstone
appliedenergistics2:facade:0, Cable Facade - Hieroglyph Old Sandstone
appliedenergistics2:facade:0, Cable Facade - Heat-Torn Old Sandstone
appliedenergistics2:facade:0, Cable Facade - Lava Stone
appliedenergistics2:facade:0, Cable Facade - Phazon
appliedenergistics2:facade:0, Cable Facade - Dark Phazon
appliedenergistics2:facade:0, Cable Facade - Red Phazon
appliedenergistics2:facade:0, Cable Facade - Dark Red Phazon
appliedenergistics2:facade:0, Cable Facade - Scorched Dirt
appliedenergistics2:facade:0, Cable Facade - Dark Scorched Dirt
appliedenergistics2:facade:0, Cable Facade - Mossy Stone
appliedenergistics2:facade:0, Cable Facade - Red Stone
appliedenergistics2:facade:0, Cable Facade - White Stone
appliedenergistics2:facade:0, Cable Facade - Grey Stone
appliedenergistics2:facade:0, Cable Facade - Frost Stone
appliedenergistics2:facade:0, Cable Facade - Dark Stone
appliedenergistics2:facade:0, Cable Facade - Dark Granite
appliedenergistics2:facade:0, Cable Facade - Polished Dark Granite
appliedenergistics2:facade:0, Cable Facade - Dark Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Dark Diorite
appliedenergistics2:facade:0, Cable Facade - Dark Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Dark Andesite
appliedenergistics2:facade:0, Cable Facade - Red Cobblestone
appliedenergistics2:facade:0, Cable Facade - White Cobblestone
appliedenergistics2:facade:0, Cable Facade - Grey Cobblestone
appliedenergistics2:facade:0, Cable Facade - Frost Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dark Cobblestone
appliedenergistics2:facade:0, Cable Facade - Dark Dirt
appliedenergistics2:facade:0, Cable Facade - Dark Grass
appliedenergistics2:facade:0, Cable Facade - Dark Gravel
appliedenergistics2:facade:0, Cable Facade - Dark Clay
appliedenergistics2:facade:0, Cable Facade - Dead Wood
appliedenergistics2:facade:0, Cable Facade - Dead Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dead Leaves
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Radion Ore
appliedenergistics2:facade:0, Cable Facade - Bendezium Ore
appliedenergistics2:facade:0, Cable Facade - Denzium Ore
appliedenergistics2:facade:0, Cable Facade - Maldium Ore
appliedenergistics2:facade:0, Cable Facade - Dark Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Light Crystal Ore (Light)
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Dark Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dark Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Gold Ore
appliedenergistics2:facade:0, Cable Facade - Dark Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Dark Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Dark Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Dark Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dark Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dark Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dark Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Dark Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dark Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dark Tungsten Ore
appliedenergistics2:facade:0, Cable Facade - Dark Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Dark Radion Ore
appliedenergistics2:facade:0, Cable Facade - Dark Bendezium Ore
appliedenergistics2:facade:0, Cable Facade - Dark Denzium Ore
appliedenergistics2:facade:0, Cable Facade - Dark Maldium Ore
appliedenergistics2:facade:0, Cable Facade - Dark Crystal Ore (Dark)
appliedenergistics2:facade:0, Cable Facade - Light Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Dark Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Aluminum
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Radion
appliedenergistics2:facade:0, Cable Facade - Block of Bendezium
appliedenergistics2:facade:0, Cable Facade - Block of Denzium
appliedenergistics2:facade:0, Cable Facade - Block of Maldium
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Talloric Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Cordite
appliedenergistics2:facade:0, Cable Facade - Block of Chozodian Compound
appliedenergistics2:facade:0, Cable Facade - Block of Red Chozodian Compound
appliedenergistics2:facade:0, Cable Facade - Block of Orange Chozodian Compound
appliedenergistics2:facade:0, Cable Facade - Block of Purple Chozodian Compound
appliedenergistics2:facade:0, Cable Facade - Metal Grate Block
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Phazon Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Phazon Mushroom Stem Top
appliedenergistics2:facade:0, Cable Facade - Phazon Mushroom Head
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dry Peat Bog
appliedenergistics2:facade:0, Cable Facade - Saturated Peat Deposit
appliedenergistics2:facade:0, Cable Facade - Soundproofing
appliedenergistics2:facade:0, Cable Facade - Shearing Block
appliedenergistics2:facade:0, Cable Facade - Advanced Modern Weapons Box
appliedenergistics2:facade:0, Cable Facade - Modern Warfare Armor Box
appliedenergistics2:facade:0, Cable Facade - Modern Weapons Box
appliedenergistics2:facade:0, Cable Facade - Vehicle Crafting Table
appliedenergistics2:facade:0, Cable Facade - Block of Gunpowder
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
psi:material:0, Psidust
psi:material:1, Psimetal Ingot
psi:material:2, Psigem
psi:material:3, Ebony Psimetal Ingot
psi:material:4, Ivory Psimetal Ingot
psi:material:5, Ebony Substance
psi:material:6, Ivory Substance
psi:cad_assembly:0, Iron CAD Assembly
psi:cad_assembly:1, Gold CAD Assembly
psi:cad_assembly:2, Psimetal CAD Assembly
psi:cad_assembly:3, Ebony Psimetal CAD Assembly
psi:cad_assembly:4, Ivory Psimetal CAD Assembly
psi:cad_assembly:5, Creative CAD Assembly
psi:cad_core:0, Basic CAD Core
psi:cad_core:1, Overclocked CAD Core
psi:cad_core:2, Conductive CAD Core
psi:cad_core:3, Hyperclocked CAD Core
psi:cad_core:4, Radiative CAD Core
psi:cad_socket:0, Basic CAD Socket
psi:cad_socket:1, Signaling CAD Socket
psi:cad_socket:2, Large CAD Socket
psi:cad_socket:3, Transmissive CAD Socket
psi:cad_socket:4, Huge CAD Socket
psi:cad_battery:0, Basic CAD Battery
psi:cad_battery:1, Extended CAD Battery
psi:cad_battery:2, Ultradense CAD Battery
psi:cad_colorizer_:0, White CAD Colorizer
psi:cad_colorizer_:1, Orange CAD Colorizer
psi:cad_colorizer_:2, Magenta CAD Colorizer
psi:cad_colorizer_:3, Light Blue CAD Colorizer
psi:cad_colorizer_:4, Yellow CAD Colorizer
psi:cad_colorizer_:5, Lime CAD Colorizer
psi:cad_colorizer_:6, Pink CAD Colorizer
psi:cad_colorizer_:7, Gray CAD Colorizer
psi:cad_colorizer_:8, Light Gray CAD Colorizer
psi:cad_colorizer_:9, Cyan CAD Colorizer
psi:cad_colorizer_:10, Purple CAD Colorizer
psi:cad_colorizer_:11, Blue CAD Colorizer
psi:cad_colorizer_:12, Brown CAD Colorizer
psi:cad_colorizer_:13, Green CAD Colorizer
psi:cad_colorizer_:14, Red CAD Colorizer
psi:cad_colorizer_:15, Black CAD Colorizer
psi:cad_colorizer_:16, Full-Spectrum CAD Colorizer
psi:cad_colorizer_:17, Psi CAD Colorizer
psi:spell_bullet:0, Spell Bullet
psi:spell_bullet:2, Projectile Spell Bullet
psi:spell_bullet:4, Loopcast Spell Bullet
psi:spell_bullet:6, Circle Spell Bullet
psi:spell_bullet:8, Grenade Spell Bullet
psi:spell_bullet:10, Charge Spell Bullet
psi:spell_bullet:12, Mine Spell Bullet
psi:spell_drive, item.spell_drive.name
psi:detonator, item.detonator.name
psi:exosuit_controller, item.exosuit_controller.name
psi:exosuit_sensor:0, Exosuit Light Sensor
psi:exosuit_sensor:1, Exosuit Water Sensor
psi:exosuit_sensor:2, Exosuit Heat Sensor
psi:exosuit_sensor:3, Exosuit Stress Sensor
psi:vector_ruler, item.vector_ruler.name
psi:cad, item.cad.name
psi:psimetal_shovel, item.psimetal_shovel.name
psi:psimetal_pickaxe, item.psimetal_pickaxe.name
psi:psimetal_axe, item.psimetal_axe.name
psi:psimetal_sword, item.psimetal_sword.name
psi:psimetal_exosuit_helmet, item.psimetal_exosuit_helmet.name
psi:psimetal_exosuit_chestplate, item.psimetal_exosuit_chestplate.name
psi:psimetal_exosuit_leggings, item.psimetal_exosuit_leggings.name
psi:psimetal_exosuit_boots, item.psimetal_exosuit_boots.name
psi:cad_assembler, tile.cad_assembler.name
psi:programmer, tile.programmer.name
psi:psi_decorative:0, Psidust Block
psi:psi_decorative:1, Psimetal Block
psi:psi_decorative:2, Psigem Block
psi:psi_decorative:3, Dark Psimetal Plate
psi:psi_decorative:4, Dark Psimetal Flow Plate
psi:psi_decorative:5, Bright Psimetal Plate
psi:psi_decorative:6, Bright Psimetal Flow Plate
psi:psi_decorative:7, Ebony Psimetal Block
psi:psi_decorative:8, Ivory Psimetal Block
bleach_kd:bleach_spawn_egg, (Bleach_KD) Spawn
bleach_kd:reiatsu, Reiatsu
bleach_kd:shinai, Shinai
bleach_kd:zanpakuto, Zanpakuto
bleach_kd:hollowhand, Hollow Hand
bleach_kd:mask_shard, Mask Shard
bleach_kd:soulcloth, Soul Cloth
bleach_kd:oremask, Ore Hollow Mask
bleach_kd:menosmask, Menos Grande Mask
bleach_kd:seele, Seeleschneider
bleach_kd:seeleactive, Seeleschneider
bleach_kd:soul_quartz, Soul Quartz
bleach_kd:quincy_pendant:0, Quincy Pendant
bleach_kd:quincy_pentacle:0, Quincy Pentacle
bleach_kd:quincy_bow, Quincy Bow
bleach_kd:quincy_web, Web Quincy Bow
bleach_kd:soul_steel, Soul Steel
bleach_kd:hollow_book, Hollow Tome
bleach_kd:faction_selector, Faction Selector
bleach_kd:faction_selector_shinigami, Shinigami Faction Selector
bleach_kd:faction_selector_hollow, Hollow Faction Selector
bleach_kd:faction_selector_quincy, Quincy Faction Selector
bleach_kd:faction_selector_human, Human Faction Selector
bleach_kd:heart, Heart
bleach_kd:spiritcandy, Spirit Candy
bleach_kd:sanrei_glove, Sanrei Glove
bleach_kd:record_bleach_asterisk:0, ~Asterisk~
bleach_kd:record_bleach_number_one:0, Number One
bleach_kd:record_bleach_escalon:0, Escalon
bleach_kd:shikaisword_fire:0, shikai_fire1.name
bleach_kd:shikaisword_ice:0, shikai_ice1.name
bleach_kd:shikaisword_poison:0, shikai_poison1.name
bleach_kd:shikaisword_heal:0, shikai_heal1.name
bleach_kd:shikaisword_earth:0, shikai_earth1.name
bleach_kd:shikaisword_wind:0, shikai_wind1.name
bleach_kd:shikaisword_light:0, shikai_light1.name
bleach_kd:shikaisword_dark:0, shikai_dark1.name
bleach_kd:shikaisword_lightning:0, shikai_lightning1.name
bleach_kd:shikaisword_lunar:0, shikai_lunar1.name
bleach_kd:shikaisword_water:0, shikai_water1.name
bleach_kd:shikaisword_normal:0, shikai_normal1.name
bleach_kd:garganta, Garganta Portal
bleach_kd:temp_garganta, Temp Garganta
bleach_kd:paper_door, Paper Door
bleach_kd:stat_point:0, Stat Point : Strength
bleach_kd:stat_point:1, Stat Point : Agility
bleach_kd:stat_point:2, Stat Point : Endurance
bleach_kd:stat_point:3, Stat Point : Weapon
bleach_kd:stat_point:4, Stat Point : Ranged
bleach_kd:stat_point:5, Stat Point : Magic
bleach_kd:stat_point:6, Stat Point : Reiatsu Control
bleach_kd:stat_point:7, Stat Point : Reishi Manipulation
bleach_kd:stat_point:8, Stat Point : Random
bleach_kd:guide_bleach, Bleach Guide
bleach_kd:guide_commands, Bleach Commands
bleach_kd:reiatsu_block, Reiatsu Block
bleach_kd:hollow_bait, Hollow Bait
bleach_kd:mask_ore, Mask Ore
bleach_kd:purple_goo, Precipice Plasma
bleach_kd:reiatsu_ore, Reiatsu Ore
bleach_kd:sekkiseki, Sekkiseki
bleach_kd:soul_quartz_ore, Soul Quartz Ore
bleach_kd:soul_quartz_block, Soul Quartz Block
bleach_kd:soul_quartz_lamp, Soul Quartz Lamp
bleach_kd:white_sand, White Sand
bleach_kd:paper_wall, Paper Wall
bleach_kd:paper_wall2, Paper Wall
bleach_kd:hollow_diamond, Diamond Hollow Block
bleach_kd:hollow_emerald, Emerald Hollow Block
bleach_kd:hollow_gold, Gold Hollow Block
bleach_kd:lantern_block, Paper Lantern
bleach_kd:seele_block, tile.seele_block.name
bleach_kd:shikai_iceblock, Temporary Ice Block
bleach_kd:shikaispike_block_ice, Shikai Ice Spike
bleach_kd:shikaispike_block_stone, Shikai Stone Spike
bleach_kd:poison_shroom, Poison Shroom
bleach_kd:hueco_shadow, Hueco Shadow
bleach_kd:hueco_stone, Hueco Stone
bleach_kd:red_pillar, Red Pillar Block
bleach_kd:red_pillar_fence, Red Pillar Fence
bleach_kd:red_pillar_stairs, Red Pillar Stairs
bleach_kd:orange_pillar, Orange Pillar Block
bleach_kd:orange_pillar_fence, Orange Pillar Fence
bleach_kd:orange_pillar_stairs, Orange Pillar Stairs
bleach_kd:green_pillar, Green Pillar Block
bleach_kd:green_pillar_fence, Green Pillar Fence
bleach_kd:green_pillar_stairs, Green Pillar Stairs
bleach_kd:blue_pillar, Blue Pillar Block
bleach_kd:blue_pillar_fence, Blue Pillar Fence
bleach_kd:blue_pillar_stairs, Blue Pillar Stairs
bleach_kd:tatami_mat_base, Tatami Mat
bleach_kd:tatami_mat_green, Tatami Mat (Green)
bleach_kd:white_plaster, White Wall
bleach_kd:black_plaster, Black Wall
bleach_kd:tile_floor_blue, Blue Floor Tile
bleach_kd:roof_tile_blue, Blue Roof Tile
bleach_kd:roof_tile_blue_stairs, Blue Roof Tile
bleach_kd:roof_tile_grey, Grey Roof Tile
bleach_kd:roof_tile_grey_stairs, Grey Roof Tile
bleach_kd:roof_tile_red, Red Roof Tile
bleach_kd:roof_tile_red_stairs, Red Roof Tile 
bleach_kd:roof_tile_orange, Orange Roof Tile
bleach_kd:roof_tile_orange_stairs, Orange Roof Tile
bleach_kd:squad_null_block, Squad Block
bleach_kd:squad_1_block, Squad 1
bleach_kd:squad_2_block, Squad 2
bleach_kd:squad_3_block, Squad 3
bleach_kd:squad_4_block, Squad 4
bleach_kd:squad_5_block, Squad 5
bleach_kd:squad_6_block, Squad 6
bleach_kd:squad_7_block, Squad 7
bleach_kd:squad_8_block, Squad 8
bleach_kd:squad_9_block, Squad 9
bleach_kd:squad_10_block, Squad 10
bleach_kd:squad_11_block, Squad 11
bleach_kd:squad_12_block, Squad 12
bleach_kd:squad_13_block, Squad 13
bleach_kd:squad_zero_block, Squad 0
bleach_kd:squad_kido_block, Kido Squad
